Voltage,Current
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5367521367521367,0.001474969474969475
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5650793650793651,0.0011623931623931623
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5352869352869353,0.0014212454212454212
0.5411477411477412,0.0011330891330891331
0.5352869352869353,0.0014212454212454212
0.5684981684981685,0.0008595848595848596
0.5367521367521367,0.001474969474969475
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
0.5684981684981685,0.0008595848595848596
